เลขที่บิล,วันที่,เวลา,สาขา,สินค้า,หมวดสินค้า,จำนวน,ราคาต่อหน่วย,ยอดขาย,รหัสลูกค้า,สถานะ
B011527,11/08/2569,11:50,สาขาทองหล่อ,ข้าวกะเพราไก่ไข่ดาว,อาหาร,1,89,89,M0031,สำเร็จ
B011528,11/08/2569,12:45,สาขาทองหล่อ,อเมริกาโน่เย็น,กาแฟ,1,55,55,,สำเร็จ
B011529,11/08/2569,12:54,สาขาทองหล่อ,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,,สำเร็จ
B011530,11/08/2569,12:55,สาขาทองหล่อ,บานอฟฟี่,เบเกอรี่,1,90,90,M1020,สำเร็จ
B011531,11/08/2569,12:40,สาขาทองหล่อ,แซนด์วิชแฮมชีส,อาหาร,1,85,85,M1596,สำเร็จ
B011532,11/08/2569,12:01,สาขาทองหล่อ,ชีสเค้กบลูเบอร์รี่,เบเกอรี่,1,95,95,M1246,สำเร็จ
B011532,11/08/2569,12:01,สาขาทองหล่อ,เอสเปรสโซ่,กาแฟ,1,50,50,M1246,สำเร็จ
B011533,11/08/2569,12:33,สาขาทองหล่อ,อเมริกาโน่เย็น,กาแฟ,1,55,55,,สำเร็จ
B011534,11/08/2569,12:16,สาขาทองหล่อ,ข้าวกะเพราไก่ไข่ดาว,อาหาร,1,89,89,,สำเร็จ
B011535,11/08/2569,12:42,สาขาทองหล่อ,บานอฟฟี่,เบเกอรี่,1,90,90,,สำเร็จ
B011536,11/08/2569,12:15,สาขาทองหล่อ,คาปูชิโน่ร้อน,กาแฟ,1,60,60,,สำเร็จ
B011537,11/08/2569,13:41,สาขาทองหล่อ,แซนด์วิชแฮมชีส,อาหาร,1,85,85,,สำเร็จ
B011537,11/08/2569,13:41,สาขาทองหล่อ,มอคค่าเย็น,กาแฟ,1,70,70,,สำเร็จ
B011538,11/08/2569,13:45,สาขาทองหล่อ,อเมริกาโน่เย็น,กาแฟ,1,55,55,,สำเร็จ
B011538,11/08/2569,13:45,สาขาทองหล่อ,อเมริกาโน่เย็น,กาแฟ,2,55,110,,สำเร็จ
B011539,11/08/2569,13:50,สาขาทองหล่อ,สปาเกตตีคาโบนารา,อาหาร,2,129,258,M0940,สำเร็จ
B011539,11/08/2569,13:50,สาขาทองหล่อ,น้ำผึ้งมะนาวโซดา,ชาและเครื่องดื่ม,1,55,55,M0940,สำเร็จ
B011540,11/08/2569,13:17,สาขาทองหล่อ,บราวนี่ช็อกโกแลต,เบเกอรี่,1,65,65,M1449,สำเร็จ
B011540,11/08/2569,13:17,สาขาทองหล่อ,น้ำผึ้งมะนาวโซดา,ชาและเครื่องดื่ม,1,55,55,M1449,สำเร็จ
B011541,11/08/2569,13:09,สาขาทองหล่อ,ชีสเค้กบลูเบอร์รี่,เบเกอรี่,1,95,95,M0202,สำเร็จ
B011541,11/08/2569,13:09,สาขาทองหล่อ,ชีสเค้กบลูเบอร์รี่,เบเกอรี่,1,95,95,M0202,สำเร็จ
B011542,11/08/2569,13:33,สาขาทองหล่อ,เอสเปรสโซ่,กาแฟ,1,50,50,,สำเร็จ
B011543,11/08/2569,13:35,สาขาทองหล่อ,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,,สำเร็จ
B011544,11/08/2569,13:54,สาขาทองหล่อ,แซนด์วิชแฮมชีส,อาหาร,1,85,85,M0265,สำเร็จ
B011544,11/08/2569,13:54,สาขาทองหล่อ,อเมริกาโน่เย็น,กาแฟ,1,55,55,M0265,สำเร็จ
B011544,11/08/2569,13:54,สาขาทองหล่อ,เอสเปรสโซ่,กาแฟ,2,50,100,M0265,สำเร็จ
B011545,11/08/2569,14:36,สาขาทองหล่อ,ลาเต้เย็น,กาแฟ,1,65,65,,สำเร็จ
B011545,11/08/2569,14:36,สาขาทองหล่อ,สปาเกตตีคาโบนารา,อาหาร,1,129,129,,สำเร็จ
B011546,11/08/2569,14:17,สาขาทองหล่อ,คาปูชิโน่ร้อน,กาแฟ,1,60,60,,สำเร็จ
B011547,11/08/2569,14:45,สาขาทองหล่อ,โกโก้เย็น,ชาและเครื่องดื่ม,2,60,120,,สำเร็จ
B011548,11/08/2569,15:40,สาขาทองหล่อ,ชีสเค้กบลูเบอร์รี่,เบเกอรี่,1,95,95,M0678,สำเร็จ
B011549,11/08/2569,15:16,สาขาทองหล่อ,อเมริกาโน่เย็น,กาแฟ,1,55,55,,สำเร็จ
B011549,11/08/2569,15:16,สาขาทองหล่อ,เอสเปรสโซ่,กาแฟ,1,50,50,,สำเร็จ
B011550,11/08/2569,15:35,สาขาทองหล่อ,อเมริกาโน่เย็น,กาแฟ,2,55,110,,สำเร็จ
B011550,11/08/2569,15:35,สาขาทองหล่อ,ลาเต้เย็น,กาแฟ,1,65,65,,สำเร็จ
B011551,11/08/2569,15:15,สาขาทองหล่อ,คาปูชิโน่ร้อน,กาแฟ,1,60,60,,สำเร็จ
B011551,11/08/2569,15:15,สาขาทองหล่อ,น้ำผึ้งมะนาวโซดา,ชาและเครื่องดื่ม,2,55,110,,สำเร็จ
B011552,11/08/2569,15:48,สาขาทองหล่อ,อเมริกาโน่เย็น,กาแฟ,1,55,55,,สำเร็จ
B011552,11/08/2569,15:48,สาขาทองหล่อ,ครัวซองต์เนยสด,เบเกอรี่,1,55,55,,สำเร็จ
B011553,11/08/2569,15:40,สาขาทองหล่อ,โกโก้เย็น,ชาและเครื่องดื่ม,1,60,60,,สำเร็จ
B011553,11/08/2569,15:40,สาขาทองหล่อ,ชาเขียวมัทฉะลาเต้,ชาและเครื่องดื่ม,2,75,150,,สำเร็จ
B011553,11/08/2569,15:40,สาขาทองหล่อ,บราวนี่ช็อกโกแลต,เบเกอรี่,1,65,65,,สำเร็จ
B011554,11/08/2569,15:41,สาขาทองหล่อ,ลาเต้เย็น,กาแฟ,1,65,65,,สำเร็จ
B011555,11/08/2569,16:06,สาขาทองหล่อ,ชาไทยเย็น,ชาและเครื่องดื่ม,2,50,100,,สำเร็จ
B011556,11/08/2569,16:32,สาขาทองหล่อ,บราวนี่ช็อกโกแลต,เบเกอรี่,1,65,65,,สำเร็จ
B011556,11/08/2569,16:32,สาขาทองหล่อ,อเมริกาโน่เย็น,กาแฟ,2,55,110,,สำเร็จ
B011557,11/08/2569,17:01,สาขาทองหล่อ,บราวนี่ช็อกโกแลต,เบเกอรี่,1,65,65,,สำเร็จ
B011557,11/08/2569,17:01,สาขาทองหล่อ,ชีสเค้กบลูเบอร์รี่,เบเกอรี่,1,95,95,,สำเร็จ
B011558,11/08/2569,17:31,สาขาทองหล่อ,น้ำผึ้งมะนาวโซดา,ชาและเครื่องดื่ม,1,55,55,M1061,สำเร็จ
B011558,11/08/2569,17:31,สาขาทองหล่อ,บานอฟฟี่,เบเกอรี่,1,90,90,M1061,สำเร็จ
B011559,11/08/2569,17:14,สาขาทองหล่อ,มอคค่าเย็น,กาแฟ,2,70,140,,สำเร็จ
B011560,11/08/2569,17:20,สาขาทองหล่อ,คาปูชิโน่ร้อน,กาแฟ,2,60,120,M1313,สำเร็จ
B011561,11/08/2569,17:06,สาขาทองหล่อ,ลาเต้เย็น,กาแฟ,1,65,65,M0580,สำเร็จ
B011562,11/08/2569,18:07,สาขาทองหล่อ,ลาเต้เย็น,กาแฟ,1,65,65,,สำเร็จ
B011562,11/08/2569,18:07,สาขาทองหล่อ,อเมริกาโน่เย็น,กาแฟ,1,55,55,,สำเร็จ
B011562,11/08/2569,18:07,สาขาทองหล่อ,บานอฟฟี่,เบเกอรี่,1,90,90,,สำเร็จ
B011563,12/08/2569,07:07,สาขาสยาม,บานอฟฟี่,เบเกอรี่,1,90,90,M0468,สำเร็จ
B011564,12/08/2569,07:02,สาขาสยาม,มอคค่าเย็น,กาแฟ,1,70,70,,สำเร็จ
B011564,12/08/2569,07:02,สาขาสยาม,โกโก้เย็น,ชาและเครื่องดื่ม,1,60,60,,สำเร็จ
B011565,12/08/2569,07:22,สาขาสยาม,เอสเปรสโซ่,กาแฟ,1,50,50,,สำเร็จ
B011565,12/08/2569,07:22,สาขาสยาม,เอสเปรสโซ่,กาแฟ,1,50,50,,สำเร็จ
B011565,12/08/2569,07:22,สาขาสยาม,ชีสเค้กบลูเบอร์รี่,เบเกอรี่,1,95,95,,สำเร็จ
B011566,12/08/2569,07:35,สาขาสยาม,เอสเปรสโซ่,กาแฟ,2,50,100,M1142,สำเร็จ
B011566,12/08/2569,07:35,สาขาสยาม,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,M1142,สำเร็จ
B011567,12/08/2569,07:05,สาขาสยาม,บราวนี่ช็อกโกแลต,เบเกอรี่,1,65,65,,สำเร็จ
B011568,12/08/2569,07:11,สาขาสยาม,บานอฟฟี่,เบเกอรี่,1,90,90,M0315,สำเร็จ
B011569,12/08/2569,07:20,สาขาสยาม,อเมริกาโน่เย็น,กาแฟ,1,55,55,M0185,สำเร็จ
B011570,12/08/2569,07:28,สาขาสยาม,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,M0120,สำเร็จ
B011571,12/08/2569,07:19,สาขาสยาม,อเมริกาโน่เย็น,กาแฟ,1,55,55,,สำเร็จ
B011572,12/08/2569,07:40,สาขาสยาม,อเมริกาโน่เย็น,กาแฟ,2,55,110,,สำเร็จ
B011573,12/08/2569,07:55,สาขาสยาม,เอสเปรสโซ่,กาแฟ,1,50,50,,สำเร็จ
B011574,12/08/2569,07:58,สาขาสยาม,อเมริกาโน่เย็น,กาแฟ,1,55,55,M0872,สำเร็จ
B011575,12/08/2569,07:43,สาขาสยาม,ครัวซองต์เนยสด,เบเกอรี่,2,55,110,,สำเร็จ
B011576,12/08/2569,08:31,สาขาสยาม,ข้าวกะเพราไก่ไข่ดาว,อาหาร,1,89,89,M1409,สำเร็จ
B011576,12/08/2569,08:31,สาขาสยาม,คาปูชิโน่ร้อน,กาแฟ,1,60,60,M1409,สำเร็จ
B011577,12/08/2569,08:22,สาขาสยาม,ลาเต้เย็น,กาแฟ,1,65,65,M0147,สำเร็จ
B011577,12/08/2569,08:22,สาขาสยาม,ลาเต้เย็น,กาแฟ,1,65,65,M0147,สำเร็จ
B011578,12/08/2569,08:03,สาขาสยาม,มอคค่าเย็น,กาแฟ,1,70,70,M1011,สำเร็จ
B011578,12/08/2569,08:03,สาขาสยาม,บานอฟฟี่,เบเกอรี่,1,90,90,M1011,สำเร็จ
B011579,12/08/2569,08:31,สาขาสยาม,ชีสเค้กบลูเบอร์รี่,เบเกอรี่,1,95,95,M1526,สำเร็จ
B011579,12/08/2569,08:31,สาขาสยาม,คาปูชิโน่ร้อน,กาแฟ,1,60,60,M1526,สำเร็จ
B011580,12/08/2569,08:29,สาขาสยาม,บราวนี่ช็อกโกแลต,เบเกอรี่,1,65,65,M0481,สำเร็จ
B011580,12/08/2569,08:29,สาขาสยาม,ข้าวกะเพราไก่ไข่ดาว,อาหาร,1,89,89,M0481,สำเร็จ
B011581,12/08/2569,08:12,สาขาสยาม,ลาเต้เย็น,กาแฟ,2,65,130,,สำเร็จ
B011581,12/08/2569,08:12,สาขาสยาม,คาปูชิโน่ร้อน,กาแฟ,1,60,60,,สำเร็จ
B011581,12/08/2569,08:12,สาขาสยาม,ลาเต้เย็น,กาแฟ,1,65,65,,สำเร็จ
B011582,12/08/2569,08:58,สาขาสยาม,บราวนี่ช็อกโกแลต,เบเกอรี่,1,65,65,M0522,สำเร็จ
B011583,12/08/2569,08:13,สาขาสยาม,โกโก้เย็น,ชาและเครื่องดื่ม,1,60,60,M1204,สำเร็จ
B011584,12/08/2569,08:36,สาขาสยาม,ลาเต้เย็น,กาแฟ,2,65,130,,สำเร็จ
B011585,12/08/2569,08:18,สาขาสยาม,บานอฟฟี่,เบเกอรี่,1,90,90,,สำเร็จ
B011585,12/08/2569,08:18,สาขาสยาม,ครัวซองต์เนยสด,เบเกอรี่,1,55,55,,สำเร็จ
B011586,12/08/2569,08:48,สาขาสยาม,ลาเต้เย็น,กาแฟ,1,65,65,,สำเร็จ
B011587,12/08/2569,08:35,สาขาสยาม,น้ำผึ้งมะนาวโซดา,ชาและเครื่องดื่ม,2,55,110,,สำเร็จ
B011588,12/08/2569,08:17,สาขาสยาม,อเมริกาโน่เย็น,กาแฟ,1,55,55,,สำเร็จ
B011589,12/08/2569,08:59,สาขาสยาม,ครัวซองต์เนยสด,เบเกอรี่,1,55,55,,สำเร็จ
B011589,12/08/2569,08:59,สาขาสยาม,แซนด์วิชแฮมชีส,อาหาร,1,85,85,,สำเร็จ
B011590,12/08/2569,08:47,สาขาสยาม,มอคค่าเย็น,กาแฟ,1,70,70,,สำเร็จ
B011590,12/08/2569,08:47,สาขาสยาม,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,,สำเร็จ
B011591,12/08/2569,09:22,สาขาสยาม,ชาไทยเย็น,ชาและเครื่องดื่ม,2,50,100,,สำเร็จ
B011591,12/08/2569,09:22,สาขาสยาม,ลาเต้เย็น,กาแฟ,1,65,65,,สำเร็จ
B011591,12/08/2569,09:22,สาขาสยาม,ชีสเค้กบลูเบอร์รี่,เบเกอรี่,1,95,95,,สำเร็จ
B011592,12/08/2569,09:24,สาขาสยาม,มอคค่าเย็น,กาแฟ,2,70,140,M0487,สำเร็จ
B011593,12/08/2569,09:57,สาขาสยาม,ชีสเค้กบลูเบอร์รี่,เบเกอรี่,1,95,95,,สำเร็จ
B011593,12/08/2569,09:57,สาขาสยาม,ครัวซองต์เนยสด,เบเกอรี่,1,55,55,,สำเร็จ
B011593,12/08/2569,09:57,สาขาสยาม,ชาเขียวมัทฉะลาเต้,ชาและเครื่องดื่ม,1,75,75,,สำเร็จ
B011594,12/08/2569,09:30,สาขาสยาม,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,,สำเร็จ
B011594,12/08/2569,09:30,สาขาสยาม,ข้าวกะเพราไก่ไข่ดาว,อาหาร,1,89,89,,สำเร็จ
B011595,12/08/2569,09:55,สาขาสยาม,น้ำผึ้งมะนาวโซดา,ชาและเครื่องดื่ม,1,55,55,,สำเร็จ
B011595,12/08/2569,09:55,สาขาสยาม,มอคค่าเย็น,กาแฟ,2,70,140,,สำเร็จ
B011596,12/08/2569,09:29,สาขาสยาม,ชาเขียวมัทฉะลาเต้,ชาและเครื่องดื่ม,1,75,75,,สำเร็จ
B011597,12/08/2569,09:57,สาขาสยาม,ชีสเค้กบลูเบอร์รี่,เบเกอรี่,1,95,95,,สำเร็จ
B011597,12/08/2569,09:57,สาขาสยาม,ชีสเค้กบลูเบอร์รี่,เบเกอรี่,1,95,95,,สำเร็จ
B011598,12/08/2569,09:24,สาขาสยาม,เอสเปรสโซ่,กาแฟ,1,50,50,,สำเร็จ
B011599,12/08/2569,10:07,สาขาสยาม,น้ำผึ้งมะนาวโซดา,ชาและเครื่องดื่ม,1,55,55,,สำเร็จ
B011600,12/08/2569,10:45,สาขาสยาม,ครัวซองต์เนยสด,เบเกอรี่,1,55,55,,สำเร็จ
B011601,12/08/2569,10:59,สาขาสยาม,อเมริกาโน่เย็น,กาแฟ,1,55,55,,สำเร็จ
B011601,12/08/2569,10:59,สาขาสยาม,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,,สำเร็จ
B011602,12/08/2569,10:41,สาขาสยาม,ชีสเค้กบลูเบอร์รี่,เบเกอรี่,1,95,95,,สำเร็จ
B011602,12/08/2569,10:41,สาขาสยาม,ครัวซองต์เนยสด,เบเกอรี่,1,55,55,,สำเร็จ
B011603,12/08/2569,10:33,สาขาสยาม,บานอฟฟี่,เบเกอรี่,2,90,180,,สำเร็จ
B011604,12/08/2569,11:46,สาขาสยาม,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,,สำเร็จ
B011605,12/08/2569,11:42,สาขาสยาม,มอคค่าเย็น,กาแฟ,1,70,70,,สำเร็จ
B011606,12/08/2569,11:43,สาขาสยาม,ชาเขียวมัทฉะลาเต้,ชาและเครื่องดื่ม,1,75,75,M0032,สำเร็จ
B011606,12/08/2569,11:43,สาขาสยาม,ชีสเค้กบลูเบอร์รี่,เบเกอรี่,1,95,95,M0032,สำเร็จ
B011607,12/08/2569,11:02,สาขาสยาม,แซนด์วิชแฮมชีส,อาหาร,2,85,170,,สำเร็จ
B011607,12/08/2569,11:02,สาขาสยาม,โกโก้เย็น,ชาและเครื่องดื่ม,1,60,60,,สำเร็จ
B011607,12/08/2569,11:02,สาขาสยาม,ข้าวกะเพราไก่ไข่ดาว,อาหาร,1,89,89,,สำเร็จ
B011608,12/08/2569,11:06,สาขาสยาม,คาปูชิโน่ร้อน,กาแฟ,1,60,60,,สำเร็จ
B011609,12/08/2569,11:54,สาขาสยาม,คาปูชิโน่ร้อน,กาแฟ,1,60,60,,สำเร็จ
B011610,12/08/2569,11:14,สาขาสยาม,ข้าวกะเพราไก่ไข่ดาว,อาหาร,1,89,89,M1770,สำเร็จ
B011611,12/08/2569,11:53,สาขาสยาม,คาปูชิโน่ร้อน,กาแฟ,1,60,60,M0433,สำเร็จ
B011611,12/08/2569,11:53,สาขาสยาม,ลาเต้เย็น,กาแฟ,1,65,65,M0433,สำเร็จ
B011612,12/08/2569,11:01,สาขาสยาม,คาปูชิโน่ร้อน,กาแฟ,2,60,120,M0234,สำเร็จ
B011613,12/08/2569,11:20,สาขาสยาม,เอสเปรสโซ่,กาแฟ,1,50,50,,สำเร็จ
B011614,12/08/2569,12:17,สาขาสยาม,ชาเขียวมัทฉะลาเต้,ชาและเครื่องดื่ม,1,75,75,,สำเร็จ
B011614,12/08/2569,12:17,สาขาสยาม,ชีสเค้กบลูเบอร์รี่,เบเกอรี่,1,95,95,,สำเร็จ
B011615,12/08/2569,12:58,สาขาสยาม,ลาเต้เย็น,กาแฟ,1,65,65,,สำเร็จ
B011615,12/08/2569,12:58,สาขาสยาม,ครัวซองต์เนยสด,เบเกอรี่,1,55,55,,สำเร็จ
B011615,12/08/2569,12:58,สาขาสยาม,น้ำผึ้งมะนาวโซดา,ชาและเครื่องดื่ม,1,55,55,,สำเร็จ
B011616,12/08/2569,12:08,สาขาสยาม,น้ำผึ้งมะนาวโซดา,ชาและเครื่องดื่ม,1,55,55,M1590,สำเร็จ
B011617,12/08/2569,12:11,สาขาสยาม,ลาเต้เย็น,กาแฟ,1,65,65,,สำเร็จ
B011618,12/08/2569,12:07,สาขาสยาม,น้ำผึ้งมะนาวโซดา,ชาและเครื่องดื่ม,1,55,55,M1005,สำเร็จ
B011618,12/08/2569,12:07,สาขาสยาม,อเมริกาโน่เย็น,กาแฟ,1,55,55,M1005,สำเร็จ
B011619,12/08/2569,12:16,สาขาสยาม,น้ำผึ้งมะนาวโซดา,ชาและเครื่องดื่ม,2,55,110,,สำเร็จ
B011619,12/08/2569,12:16,สาขาสยาม,เอสเปรสโซ่,กาแฟ,2,50,100,,สำเร็จ
B011620,12/08/2569,12:33,สาขาสยาม,น้ำผึ้งมะนาวโซดา,ชาและเครื่องดื่ม,1,55,55,M1713,สำเร็จ
B011621,12/08/2569,12:51,สาขาสยาม,ลาเต้เย็น,กาแฟ,1,65,65,,สำเร็จ
B011621,12/08/2569,12:51,สาขาสยาม,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,,สำเร็จ
B011622,12/08/2569,12:57,สาขาสยาม,อเมริกาโน่เย็น,กาแฟ,2,55,110,M1417,สำเร็จ
B011622,12/08/2569,12:57,สาขาสยาม,สปาเกตตีคาโบนารา,อาหาร,1,129,129,M1417,สำเร็จ
B011622,12/08/2569,12:57,สาขาสยาม,ลาเต้เย็น,กาแฟ,1,65,65,M1417,สำเร็จ
B011623,12/08/2569,12:22,สาขาสยาม,โกโก้เย็น,ชาและเครื่องดื่ม,1,60,60,M1026,สำเร็จ
B011624,12/08/2569,12:28,สาขาสยาม,บราวนี่ช็อกโกแลต,เบเกอรี่,1,65,65,,สำเร็จ
B011625,12/08/2569,12:53,สาขาสยาม,ชาเขียวมัทฉะลาเต้,ชาและเครื่องดื่ม,1,75,75,M0413,สำเร็จ
B011626,12/08/2569,12:16,สาขาสยาม,สปาเกตตีคาโบนารา,อาหาร,2,129,258,M1746,สำเร็จ
B011626,12/08/2569,12:16,สาขาสยาม,ชีสเค้กบลูเบอร์รี่,เบเกอรี่,1,95,95,M1746,สำเร็จ
B011627,12/08/2569,12:55,สาขาสยาม,โกโก้เย็น,ชาและเครื่องดื่ม,1,60,60,M1574,สำเร็จ
B011628,12/08/2569,13:18,สาขาสยาม,บานอฟฟี่,เบเกอรี่,2,90,180,M0282,สำเร็จ
B011629,12/08/2569,13:42,สาขาสยาม,สปาเกตตีคาโบนารา,อาหาร,1,129,129,,สำเร็จ
B011629,12/08/2569,13:42,สาขาสยาม,แซนด์วิชแฮมชีส,อาหาร,1,85,85,,สำเร็จ
B011629,12/08/2569,13:42,สาขาสยาม,ข้าวกะเพราไก่ไข่ดาว,อาหาร,1,89,89,,สำเร็จ
B011630,12/08/2569,13:15,สาขาสยาม,อเมริกาโน่เย็น,กาแฟ,1,55,55,M0520,สำเร็จ
B011630,12/08/2569,13:15,สาขาสยาม,แซนด์วิชแฮมชีส,อาหาร,1,85,85,M0520,สำเร็จ
B011630,12/08/2569,13:15,สาขาสยาม,โกโก้เย็น,ชาและเครื่องดื่ม,2,60,120,M0520,สำเร็จ
B011631,12/08/2569,13:41,สาขาสยาม,บราวนี่ช็อกโกแลต,เบเกอรี่,1,65,65,,สำเร็จ
B011632,12/08/2569,13:55,สาขาสยาม,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,,สำเร็จ
B011633,12/08/2569,13:03,สาขาสยาม,ครัวซองต์เนยสด,เบเกอรี่,2,55,110,,สำเร็จ
B011633,12/08/2569,13:03,สาขาสยาม,บราวนี่ช็อกโกแลต,เบเกอรี่,2,65,130,,สำเร็จ
B011634,12/08/2569,13:40,สาขาสยาม,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,M0302,สำเร็จ
B011634,12/08/2569,13:40,สาขาสยาม,อเมริกาโน่เย็น,กาแฟ,1,55,55,M0302,สำเร็จ
B011634,12/08/2569,13:40,สาขาสยาม,บานอฟฟี่,เบเกอรี่,1,90,90,M0302,สำเร็จ
B011635,12/08/2569,13:40,สาขาสยาม,สปาเกตตีคาโบนารา,อาหาร,1,129,129,,สำเร็จ
B011635,12/08/2569,13:40,สาขาสยาม,บราวนี่ช็อกโกแลต,เบเกอรี่,1,65,65,,สำเร็จ
B011636,12/08/2569,13:13,สาขาสยาม,อเมริกาโน่เย็น,กาแฟ,1,55,55,M1254,สำเร็จ
B011636,12/08/2569,13:13,สาขาสยาม,สปาเกตตีคาโบนารา,อาหาร,1,129,129,M1254,สำเร็จ
B011637,12/08/2569,13:08,สาขาสยาม,ชาไทยเย็น,ชาและเครื่องดื่ม,2,50,100,,สำเร็จ
B011637,12/08/2569,13:08,สาขาสยาม,ชาไทยเย็น,ชาและเครื่องดื่ม,2,50,100,,สำเร็จ
B011638,12/08/2569,13:23,สาขาสยาม,ครัวซองต์เนยสด,เบเกอรี่,1,55,55,M1069,สำเร็จ
B011639,12/08/2569,13:29,สาขาสยาม,ครัวซองต์เนยสด,เบเกอรี่,1,55,55,M0358,สำเร็จ
B011639,12/08/2569,13:29,สาขาสยาม,ลาเต้เย็น,กาแฟ,2,65,130,M0358,สำเร็จ
B011639,12/08/2569,13:29,สาขาสยาม,น้ำผึ้งมะนาวโซดา,ชาและเครื่องดื่ม,1,55,55,M0358,สำเร็จ
B011640,12/08/2569,13:50,สาขาสยาม,สปาเกตตีคาโบนารา,อาหาร,1,129,129,,สำเร็จ
B011641,12/08/2569,13:08,สาขาสยาม,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,,ยกเลิก
B011641,12/08/2569,13:08,สาขาสยาม,มอคค่าเย็น,กาแฟ,1,70,70,,ยกเลิก
B011642,12/08/2569,14:28,สาขาสยาม,มอคค่าเย็น,กาแฟ,1,70,70,M0690,สำเร็จ
B011643,12/08/2569,14:13,สาขาสยาม,บราวนี่ช็อกโกแลต,เบเกอรี่,1,65,65,,สำเร็จ
B011644,12/08/2569,14:15,สาขาสยาม,ลาเต้เย็น,กาแฟ,1,65,65,,สำเร็จ
B011644,12/08/2569,14:15,สาขาสยาม,ชาเขียวมัทฉะลาเต้,ชาและเครื่องดื่ม,1,75,75,,สำเร็จ
B011645,12/08/2569,14:04,สาขาสยาม,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,,สำเร็จ
B011646,12/08/2569,14:56,สาขาสยาม,เอสเปรสโซ่,กาแฟ,1,50,50,,สำเร็จ
B011646,12/08/2569,14:56,สาขาสยาม,ชาเขียวมัทฉะลาเต้,ชาและเครื่องดื่ม,1,75,75,,สำเร็จ
B011646,12/08/2569,14:56,สาขาสยาม,โกโก้เย็น,ชาและเครื่องดื่ม,1,60,60,,สำเร็จ
B011647,12/08/2569,14:46,สาขาสยาม,เอสเปรสโซ่,กาแฟ,1,50,50,,สำเร็จ
B011647,12/08/2569,14:46,สาขาสยาม,คาปูชิโน่ร้อน,กาแฟ,1,60,60,,สำเร็จ
B011647,12/08/2569,14:46,สาขาสยาม,ลาเต้เย็น,กาแฟ,1,65,65,,สำเร็จ
B011648,12/08/2569,15:23,สาขาสยาม,บานอฟฟี่,เบเกอรี่,1,90,90,,สำเร็จ
B011648,12/08/2569,15:23,สาขาสยาม,ครัวซองต์เนยสด,เบเกอรี่,1,55,55,,สำเร็จ
B011649,12/08/2569,15:54,สาขาสยาม,ชาเขียวมัทฉะลาเต้,ชาและเครื่องดื่ม,2,75,150,,สำเร็จ
B011650,12/08/2569,15:46,สาขาสยาม,บราวนี่ช็อกโกแลต,เบเกอรี่,1,65,65,,สำเร็จ
B011650,12/08/2569,15:46,สาขาสยาม,โกโก้เย็น,ชาและเครื่องดื่ม,1,60,60,,สำเร็จ
B011650,12/08/2569,15:46,สาขาสยาม,ลาเต้เย็น,กาแฟ,1,65,65,,สำเร็จ
B011651,12/08/2569,15:51,สาขาสยาม,อเมริกาโน่เย็น,กาแฟ,1,55,55,M0226,สำเร็จ
B011651,12/08/2569,15:51,สาขาสยาม,ครัวซองต์เนยสด,เบเกอรี่,1,55,55,M0226,สำเร็จ
B011652,12/08/2569,15:49,สาขาสยาม,โกโก้เย็น,ชาและเครื่องดื่ม,1,60,60,,สำเร็จ
B011653,12/08/2569,16:28,สาขาสยาม,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,,สำเร็จ
B011654,12/08/2569,16:46,สาขาสยาม,เอสเปรสโซ่,กาแฟ,1,50,50,,สำเร็จ
B011655,12/08/2569,16:55,สาขาสยาม,มอคค่าเย็น,กาแฟ,1,70,70,M0006,สำเร็จ
B011655,12/08/2569,16:55,สาขาสยาม,อเมริกาโน่เย็น,กาแฟ,1,55,55,M0006,สำเร็จ
B011656,12/08/2569,16:04,สาขาสยาม,ชีสเค้กบลูเบอร์รี่,เบเกอรี่,1,95,95,,สำเร็จ
B011656,12/08/2569,16:04,สาขาสยาม,บานอฟฟี่,เบเกอรี่,1,90,90,,สำเร็จ
B011657,12/08/2569,18:02,สาขาสยาม,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,,สำเร็จ
B011658,12/08/2569,18:53,สาขาสยาม,คาปูชิโน่ร้อน,กาแฟ,1,60,60,,สำเร็จ
B011658,12/08/2569,18:53,สาขาสยาม,ชีสเค้กบลูเบอร์รี่,เบเกอรี่,1,95,95,,สำเร็จ
B011659,12/08/2569,18:00,สาขาสยาม,โกโก้เย็น,ชาและเครื่องดื่ม,2,60,120,,สำเร็จ
B011659,12/08/2569,18:00,สาขาสยาม,มอคค่าเย็น,กาแฟ,1,70,70,,สำเร็จ
